Tweet ID,Weight,Total Times Tweeted,Tweet Text
1258513524654870529,0.05654,1,@RestlessNews @Nic6454 @Dick_Pics_Time @DuhartKimberlie @ShercoSherrill @PattiKimble @pblfc61 @RickPetree @Jeeneree @janforney1 @TrishBeMe @anon6116 @network_gal @MtnMD @agavecorn @CRobin69549676 @barbetta1 @davidjames693 @Itridpm @Mooncatadams @suspersists @MarlonCTaylor @doris03763159 @EvaNestrick @rl_montana @SarahGould_SA @dallasrbaird @DudekLinda @GualcoJodie @Cherfan4ever1 @elite99thc @TheOldOlaf @RobertMcCowan1 @patkiddlehopper @Janwithay @markie_kmarky8 @mePaulaThompson @azrielshields @dem_rat @Swags_D17 @co_rapunzel4 @sooze555 @retiredfirstsgt @CeciliaCmaida @NiceLady105 @ScottImmordino @wildwillow65 @cherokeesher2 @CitizensFedUp https://t.co/8fXH3F21Tb
1256485871794216960,0.05606,1,@MtnMD @GualcoJodie @doris03763159 @Cherfan4ever1 @Robyn_CherCrew @CRobin69549676 @ShercoSherrill @TrishBeMe @dallasrbaird @Itridpm @barbetta1 @Mooncatadams @Frederick987 @MarlonCTaylor @PattiKimble @Nic6454 @Swags_D17 @agavecorn @just_old_joe @suspersists @kim_f86 @RestlessNews @yournutrition @davidjames693 @EvaNestrick @rl_montana @SarahGould_SA @DudekLinda @elite99thc @TheOldOlaf @RobertMcCowan1 @patkiddlehopper @Janwithay @markie_kmarky8 @mePaulaThompson @janforney1 @azrielshields @dem_rat @co_rapunzel4 @Jeeneree @sooze555 @retiredfirstsgt @CeciliaCmaida @DuhartKimberlie @NiceLady105 @ScottImmordino @wildwillow65 @joyce_tyler @CitizensFedUp @cherokeesher2 They defame our flag carrying it with a AK in a statehouse against a Governors valid law and order and having nothing happen to them for defying a stay at home order endangering people’s health order. Their organizer tested + Who did she infect⁉️How do you trace that mess?License
1258099990209146882,0.05589,1,@Robyn_CherCrew @Nic6454 @DuhartKimberlie @rl_montana @Jeeneree @suspersists @ShercoSherrill @kathies01 @TrishBeMe @wildwillow65 @Itridpm @dorothysclark @PattiKimble @JillAnne74 @janforney1 @anon6116 @network_gal @RestlessNews @MtnMD @agavecorn @CRobin69549676 @barbetta1 @davidjames693 @Mooncatadams @MarlonCTaylor @doris03763159 @EvaNestrick @SarahGould_SA @dallasrbaird @DudekLinda @GualcoJodie @elite99thc @TheOldOlaf @RobertMcCowan1 @patkiddlehopper @Janwithay @markie_kmarky8 @mePaulaThompson @azrielshields @dem_rat @Swags_D17 @co_rapunzel4 @sooze555 @retiredfirstsgt @CeciliaCmaida @NiceLady105 @ScottImmordino @JTDakota @cherokeesher2 @CitizensFedUp https://t.co/e56mavpJK6 https://t.co/JqEUX2NZ7L
1255623623550926857,0.05524,1,@agavecorn @Robyn_CherCrew @DCarpenter2015 @amandafrican8 @barbetta1 @rl_montana @MtnMD @janforney1 @TrishBeMe @PattiKimble @Nic6454 @davidjames693 @Itridpm @Mooncatadams @RestlessNews @suspersists @MarlonCTaylor @doris03763159 @EvaNestrick @network_gal @SarahGould_SA @dallasrbaird @ShercoSherrill @DudekLinda @GualcoJodie @elite99thc @TheOldOlaf @RobertMcCowan1 @patkiddlehopper @Janwithay @markie_kmarky8 @mePaulaThompson @azrielshields @dem_rat @Swags_D17 @co_rapunzel4 @Jeeneree @sooze555 @retiredfirstsgt @CeciliaCmaida @DuhartKimberlie @NiceLady105 @ScottImmordino @wildwillow65 @joyce_tyler @GayMcMillen @vondyrda @cherokeesher2 @CitizensFedUp 🚨🚨https://t.co/yXycSsJPtV
1258987652134600705,0.05413,1,@PattiKimble @doris03763159 @TrishBeMe @Cherfan4ever1 @savannahshayna @MamaRNLove @iamchriskeener @AnneMar18039586 @network_gal @suspersists @Itridpm @RestlessNews @Nic6454 @agavecorn @Jeeneree @ShercoSherrill @kathies01 @wildwillow65 @dorothysclark @JillAnne74 @janforney1 @anon6116 @MtnMD @CRobin69549676 @barbetta1 @davidjames693 @Mooncatadams @MarlonCTaylor @EvaNestrick @rl_montana @SarahGould_SA @dallasrbaird @DudekLinda @GualcoJodie @elite99thc @TheOldOlaf @RobertMcCowan1 @patkiddlehopper @Janwithay @markie_kmarky8 @mePaulaThompson @azrielshields @dem_rat @Swags_D17 @co_rapunzel4 @sooze555 @retiredfirstsgt @CeciliaCmaida @DuhartKimberlie @NiceLady105 Now Ivanka personal assistant tested positive..https://t.co/f53zB297oX
1257922622446329856,0.05188,1,"@ShercoSherrill @kathies01 @TrishBeMe @wildwillow65 @Itridpm @Robyn_CherCrew @dorothysclark @PattiKimble @JillAnne74 @janforney1 @anon6116 @network_gal @MtnMD @agavecorn @CRobin69549676 @barbetta1 @Nic6454 @davidjames693 @Mooncatadams @suspersists @MarlonCTaylor @doris03763159 @EvaNestrick @rl_montana @SarahGould_SA @dallasrbaird @DudekLinda @GualcoJodie @Cherfan4ever1 @elite99thc @TheOldOlaf @RobertMcCowan1 @patkiddlehopper @Janwithay @markie_kmarky8 @mePaulaThompson @azrielshields @dem_rat @Swags_D17 @co_rapunzel4 @Jeeneree @sooze555 @retiredfirstsgt @agavecorn @cherokeesher2 @CitizensFedUp @Mooncatadams @MtnMD @PattiKimble @bennydiego #FBI #Veterans #Law #USMC #Navy #NoBallsDonnie #Education

In Case You're Wondering
If Putin's GOP Know They're Sentencing
MILLIONS of Americans To Death, They Do
https://t.co/W5EQNhPDds https://t.co/AH4ppSM2oH"
1257061212484861952,0.0399,55,My dad is an ICU doctor treating COVID-19 patients. In the past WEEK he has set more “I’ve never seen a heart rate/RBC count/etc. like this” records than in his decades-long career. What this virus does to the body is like “sticking your finger in an electric socket.” Stay home.
1256958417962442752,0.03489,19,"Explain to me why in the midst of 50m people unemployed or under-employed, the gov isn’t hiring and training MILLIONS to do Tracking/Tracing, Caring/Supporting at risk populations and sanitization work? And now is the time to train/pay stay at home parents/caregivers as well"
1258581568874057728,0.03396,35,"#BREAKING: Doug Ford visited cottage during Easter long weekend despite pleas for Ontario residents to stay home 

Before going @fordnation said “There’s no one that loves the cottage more than I do, but I’m not going to my cottage” #onpoli

FULL STORY:
https://t.co/aHo8i4Fx0h"
1259590377192988680,0.03328,9,Mike Harris began the privatization of LTC &amp; senior homes. @FordNation suspended inspections. &gt; 70% of the deaths from COVID in ON are in LTC &amp; senior homes. DOUG FORD IS RESPONSIBLE as is the @CPC_HQ across Canada for putting PROFIT before PEOPLE.
